,qid,Questions,Option1,Option2,Option3,Option4,Option5,Answer,sub_diff,diff_lev,cat,lev
341,341,"On dividing 2272 as well as 875 by 3-digit number N, we get the same remainder. The sum of the digits of N is:",10,11,12,13,,Answer: Option A,2,1,reasoning,5.0
342,342,"A boy multiplied 987 by a certain number and obtained 559981 as his answer. If in the answer both 9 are wrong and the other digits are correct, then the correct answer would be:",553681,555181,555681,556581,,Answer: Option C,0,1,reasoning,3.0
343,343,How many prime numbers are less than 50 ?,16,15,14,18,,Answer: Option B,2,1,reasoning,5.0
344,344,"When a number is divided by 13, the remainder is 11. When the same number is divided by 17, then remainder is 9. What is the number ?",339,349,369,Data inadequate,,Answer: Option B,1,1,reasoning,4.0
345,345,(51 + 52 + 53 + ... + 100) = ?,2525,2975,3225,3775,,Answer: Option D,0,1,reasoning,3.0
346,346,(800 � 64) x (1296 �36) = ?,420,460,500,540,None of these,Answer: Option E,0,1,reasoning,3.0
347,347,"Which natural number is nearest to 8485, which is completely divisible by 75 ?",8475,8500,8550,8525,None of these,Answer: Option A,1,1,reasoning,4.0
348,348,"If the number 42573 * is exactly divisible by 72, then the minimum value of * is:",4,5,6,7,8,Answer: Option C,0,1,reasoning,3.0
349,349,"Which of the following numbers is divisible by each one of 3, 7, 9 and 11 ?",639,2079,3791,37911,None of these,Answer: Option B,2,1,reasoning,5.0
350,350,"Which natural number is nearest to 9217, which is completely divisible by 88 ?",9152,9240,9064,9184,None of these,Answer: Option B,0,1,reasoning,3.0
351,351,(4300731) - ? = 2535618,1865113,1775123,1765113,1675123,None of these,Answer: Option C,1,1,reasoning,4.0
352,352,n is a whole number which when divided by 4 gives 3 as remainder. What will be the remainder when 2n is divided by 4 ?,3,2,1,0,,Answer: Option B,0,1,reasoning,3.0
353,353,"(489 + 375)2 - (489 - 375)2 = ?
(489 x 375)",144,864,2,4,None of these,Answer: Option D,1,1,reasoning,4.0
354,354,397 x 397 + 104 x 104 + 2 x 397 x 104 = ?,250001,251001,260101,261001,,Answer: Option B,2,1,reasoning,5.0
355,355,(35423 + 7164 + 41720) - (317 x 89) = ?,28213,84307,50694,56094,None of these,Answer: Option D,2,1,reasoning,5.0
356,356,"(xn - an) is completely divisible by (x - a), when",n is any natural number,n is an even natural number,n is and odd natural number,n is prime,,Answer: Option A,2,1,reasoning,5.0
357,357,Which one of the following numbers is completely divisible by 45?,181560,331145,202860,2033555,None of these,Answer: Option C,2,1,reasoning,5.0
358,358,Which of the following numbers will completely divide (325 + 326 + 327 + 328) ?,11,16,25,30,,Answer: Option D,2,1,reasoning,5.0
359,359,"A number when divide by 6 leaves a remainder 3. When the square of the number is divided by 6, the remainder is:",0,1,2,3,,Answer: Option D,2,1,reasoning,5.0
360,360,The sum of the two numbers is 12 and their product is 35. What is the sum of the reciprocals of these numbers ?,"12
35","1
35","35
8","7
32",,Answer: Option A,0,1,reasoning,3.0
361,361,What will be remainder when 17200 is divided by 18 ?,17,16,1,2,,Answer: Option C,2,1,reasoning,5.0
362,362,"If 1400 x x = 1050. Then, x = ?","1
4","3
5","2
3","3
4",None of these,Answer: Option D,0,1,reasoning,3.0
363,363,(12 + 22 + 32 + ... + 102) = ?,330,345,365,385,,Answer: Option D,2,1,reasoning,5.0
364,364,The difference of the squares of two consecutive even integers is divisible by which of the following integers ?,3,4,6,7,,Answer: Option B,1,1,reasoning,4.0
365,365,Which one of the following is a prime number ?,119,187,247,551,None of these,Answer: Option E,0,1,reasoning,3.0
366,366,The sum all even natural numbers between 1 and 31 is:,16,128,240,512,,Answer: Option C,0,1,reasoning,3.0
367,367,The difference between the place value and the face value of 6 in the numeral 856973 is,973,6973,5994,None of these,,Answer: Option C,2,1,reasoning,5.0
368,368,"If a and b are odd numbers, then which of the following is even ?",a + b,a + b + 1,ab,ab + 2,None of these,Answer: Option A,1,1,reasoning,4.0
369,369,Which one of the following numbers is completely divisible by 99?,3572404,135792,913464,114345,None of these,Answer: Option D,1,1,reasoning,4.0
370,370,The sum of how many terms of the series 6 + 12 + 18 + 24 + ... is 1800 ?,16,24,20,18,22,Answer: Option B,0,1,reasoning,3.0
371,371,(51+ 52 + 53 + ... + 100) = ?,2525,2975,3225,3775,,Answer: Option D,2,1,reasoning,5.0
372,372,1904 x 1904 = ?,3654316,3632646,3625216,3623436,None of these,Answer: Option C,0,1,reasoning,3.0
373,373,What is the unit digit in(795 - 358)?,0,4,6,7,,Answer: Option B,0,1,reasoning,3.0
374,374,"3, 5, 11, 14, 17, 21",21,17,14,3,,Answer: Option C,0,1,reasoning,3.0
375,375,"8, 27, 64, 100, 125, 216, 343",27,100,125,343,,Answer: Option B,0,1,reasoning,3.0
376,376,"10, 25, 45, 54, 60, 75, 80",10,45,54,75,,Answer: Option C,1,1,reasoning,4.0
377,377,"396, 462, 572, 427, 671, 264",396,427,671,264,,Answer: Option B,2,1,reasoning,5.0
378,378,"6, 9, 15, 21, 24, 28, 30",28,21,24,30,,Answer: Option A,2,1,reasoning,5.0
379,379,"1, 4, 9, 16, 23, 25, 36",9,23,25,36,,Answer: Option B,0,1,reasoning,3.0
380,380,"1, 4, 9, 16, 20, 36, 49",1,9,20,49,,Answer: Option C,1,1,reasoning,4.0
381,381,"2, 5, 10, 17, 26, 37, 50, 64",50,26,37,64,,Answer: Option D,1,1,reasoning,4.0
382,382,"10, 14, 16, 18, 21, 24, 26",26,24,21,18,,Answer: Option C,1,1,reasoning,4.0
383,383,"16, 25, 36, 72, 144, 196, 225",36,72,196,225,,Answer: Option B,0,1,reasoning,3.0
384,384,"331, 482, 551, 263, 383, 362, 284",263,383,331,551,,Answer: Option B,1,1,reasoning,4.0
385,385,"835, 734, 642, 751, 853, 981, 532",751,853,981,532,,Answer: Option A,0,1,reasoning,3.0
386,386,"41, 43, 47, 53, 61, 71, 73, 81",61,71,73,81,,Answer: Option D,2,1,reasoning,5.0
387,387,"3, 5, 7, 12, 17, 19",19,17,5,12,,Answer: Option D,2,1,reasoning,5.0
388,388,"A and B invest in a business in the ratio 3 : 2. If 5% of the total profit goes to charity and A's share is Rs. 855, the total profit is:",Rs. 1425,Rs. 1500,Rs. 1537.50,Rs. 1576,,Answer: Option B,0,1,reasoning,3.0
389,389,"A, B and C jointly thought of engaging themselves in a business venture. It was agreed that A would invest Rs. 6500 for 6 months, B, Rs. 8400 for 5 months and C, Rs. 10,000 for 3 months. A wants to be the working member for which, he was to receive 5% of the profits. The profit earned was Rs. 7400. Calculate the share of B in the profit.",Rs. 1900,Rs. 2660,Rs. 2800,Rs. 2840,,Answer: Option B,2,1,reasoning,5.0
390,390,"A, B and C enter into a partnership in the ratio : : . After 4 months, A increases his share 50%. If the total profit at the end of one year be Rs. 21,600, then B's share in the profit is:",Rs. 2100,Rs. 2400,Rs. 3600,Rs. 4000,,Answer: Option D,0,1,reasoning,3.0
391,391,"A, B, C subscribe Rs. 50,000 for a business. A subscribes Rs. 4000 more than B and B Rs. 5000 more than C. Out of a total profit of Rs. 35,000, A receives:",Rs. 8400,"Rs. 11,900","Rs. 13,600","Rs. 14,700",,Answer: Option D,2,1,reasoning,5.0
392,392,"Three partners shared the profit in a business in the ratio 5 : 7 : 8. They had partnered for 14 months, 8 months and 7 months respectively. What was the ratio of their investments?",5 : 7 : 8,20 : 49 : 64,38 : 28 : 21,None of these,,Answer: Option B,0,1,reasoning,3.0
393,393,"A starts business with Rs. 3500 and after 5 months, B joins with A as his partner. After a year, the profit is divided in the ratio 2 : 3. What is B's contribution in the capital?",Rs. 7500,Rs. 8000,Rs. 8500,Rs. 9000,,Answer: Option D,0,1,reasoning,3.0
394,394,"A and B entered into partnership with capitals in the ratio 4 : 5. After 3 months, A withdrew of his capital and B withdrew of his capital. The gain at the end of 10 months was Rs. 760. A's share in this profit is:",Rs. 330,Rs. 360,Rs. 380,Rs. 430,,Answer: Option A,0,1,reasoning,3.0
395,395,"A and B started a partnership business investing some amount in the ratio of 3 : 5. C joined then after six months with an amount equal to that of B. In what proportion should the profit at the end of one year be distributed among A, B and C?",3 : 5 : 2,3 : 5 : 5,6 : 10 : 5,Data inadequate,,Answer: Option C,2,1,reasoning,5.0
396,396,"A, B, C rent a pasture. A puts 10 oxen for 7 months, B puts 12 oxen for 5 months and C puts 15 oxen for 3 months for grazing. If the rent of the pasture is Rs. 175, how much must C pay as his share of rent?",Rs. 45,Rs. 50,Rs. 55,Rs. 60,,Answer: Option A,0,1,reasoning,3.0
397,397,"A and B started a business in partnership investing Rs. 20,000 and Rs. 15,000 respectively. After six months, C joined them with Rs. 20,000. What will be B's share in total profit of Rs. 25,000 earned at the end of 2 years from the starting of the business?",Rs. 7500,Rs. 9000,Rs. 9500,"Rs. 10,000",,Answer: Option A,2,1,reasoning,5.0
398,398,"A began a business with Rs. 85,000. He was joined afterwards by B with Rs. 42,500. For how much period does B join, if the profits at the end of the year are divided in the ratio of 3 : 1?",4 months,5 months,6 months,8 months,,Answer: Option D,2,1,reasoning,5.0
399,399,"Aman started a business investing Rs. 70,000. Rakhi joined him after six months with an amount of Rs.. 1,05,000 and Sagar joined them with Rs. 1.4 lakhs after another six months. The amount of profit earned should be distributed in what ratio among Aman, Rakhi and Sagar respectively, 3 years after Aman started the business?",7 : 6 : 10,12 : 15 : 16,42 : 45 : 56,Cannot be determined,,Answer: Option B,0,1,reasoning,3.0
400,400,"Arun, Kamal and Vinay invested Rs. 8000, Rs. 4000 and Rs. 8000 respectively in a business. Arun left after six months. If after eight months, there was a gain of Rs. 4005, then what will be the share of Kamal?",Rs. 890,Rs. 1335,Rs. 1602,Rs. 1780,,Answer: Option A,2,1,reasoning,5.0
401,401,"Simran started a software business by investing Rs. 50,000. After six months, Nanda joined her with a capital of Rs. 80,000. After 3 years, they earned a profit of Rs. 24,500. What was Simran's share in the profit?","Rs. 9,423","Rs. 10,250","Rs. 12,500","Rs. 10,500",,Answer: Option D,1,1,reasoning,4.0
402,402,A batsman scored 110 runs which included 3 boundaries and 8 sixes. What percent of his total score did he make by running between the wickets?,45%,"45 5 %
11","54 6 %
11",55%,,Answer: Option B,1,1,reasoning,4.0
403,403,Two students appeared at an examination. One of them secured 9 marks more than the other and his marks was 56% of the sum of their marks. The marks obtained by them are:,"39, 30","41, 32","42, 33","43, 34",,Answer: Option C,1,1,reasoning,4.0
404,404,"A fruit seller had some apples. He sells 40% apples and still has 420 apples. Originally, he had:",588 apples,600 apples,672 apples,700 apples,,Answer: Option D,2,1,reasoning,5.0
405,405,What percentage of numbers from 1 to 70 have 1 or 9 in the unit's digit?,1,14,20,21,,Answer: Option C,0,1,reasoning,3.0
406,406,"If A = x% of y and B = y% of x, then which of the following is true?",A is smaller than B.,A is greater than B,Relationship between A and B cannot be determined.,"If x is smaller than y, then A is greater than B.",None of these,Answer: Option E,1,1,reasoning,4.0
407,407,"If 20% of a = b, then b% of 20 is the same as:",4% of a,5% of a,20% of a,None of these,,Answer: Option A,0,1,reasoning,3.0
408,408,"In a certain school, 20% of students are below 8 years of age. The number of students above 8 years of age is of the number of students of 8 years of age which is 48. What is the total number of students in the school?",72,80,120,150,100,Answer: Option E,0,1,reasoning,3.0
409,409,Two numbers A and B are such that the sum of 5% of A and 4% of B is two-third of the sum of 6% of A and 8% of B. Find the ratio of A : B.,2 : 3,1 : 1,3 : 4,4 : 3,,Answer: Option D,1,1,reasoning,4.0
410,410,"A student multiplied a number by 3 instead of 5 .
5 3",34%,44%,54%,64%,,Answer: Option D,1,1,reasoning,4.0
411,411,What is the percentage error in the calculation?,34%,44%,54%,64%,,Answer: Option D,2,1,reasoning,5.0
412,412,"In an election between two candidates, one got 55% of the total valid votes, 20% of the votes were invalid. If the total number of votes was 7500, the number of valid votes that the other candidate got, was:",2700,2900,3000,3100,,Answer: Option A,0,1,reasoning,3.0
413,413,"Three candidates contested an election and received 1136, 7636 and 11628 votes respectively. What percentage of the total votes did the winning candidate get?",57%,60%,65%,90%,,Answer: Option A,1,1,reasoning,4.0
414,414,"Two tailors X and Y are paid a total of Rs. 550 per week by their employer. If X is paid 120 percent of the sum paid to Y, how much is Y paid per week?",Rs. 200,Rs. 250,Rs. 300,None of these,,Answer: Option B,0,1,reasoning,3.0
415,415,"Gauri went to the stationers and bought things worth Rs. 25, out of which 30 paise went on sales tax on taxable purchases. If the tax rate was 6%, then what was the cost of the tax free items?",Rs. 15,Rs. 15.70,Rs. 19.70,Rs. 20,,Answer: Option C,1,1,reasoning,4.0
416,416,"Rajeev buys good worth Rs. 6650. He gets a rebate of 6% on it. After getting the rebate, he pays sales tax @ 10%. Find the amount he will have to pay for the goods.",Rs. 6876.10,Rs. 6999.20,Rs. 6654,Rs. 7000,,Answer: Option A,1,1,reasoning,4.0
417,417,"The population of a town increased from 1,75,000 to 2,62,500 in a decade. The average percent increase of population per year is:",4.37%,5%,6%,8.75%,,Answer: Option B,0,1,reasoning,3.0
418,418,"From a group of 7 men and 6 women, five persons are to be selected to form a committee so that at least 3 men are there on the committee. In how many ways can it be done?",564,645,735,756,None of these,Answer: Option D,1,1,reasoning,4.0
419,419,In how many different ways can the letters of the word 'LEADING' be arranged in such a way that the vowels always come together?,360,480,720,5040,None of these,Answer: Option C,2,1,reasoning,5.0
420,420,In how many different ways can the letters of the word 'CORPORATION' be arranged so that the vowels always come together?,810,1440,2880,50400,5760,Answer: Option D,2,1,reasoning,5.0
421,421,"Out of 7 consonants and 4 vowels, how many words of 3 consonants and 2 vowels can be formed?",210,1050,25200,21400,None of these,Answer: Option C,1,1,reasoning,4.0
422,422,In how many ways can the letters of the word 'LEADER' be arranged?,72,144,360,720,None of these,Answer: Option C,2,1,reasoning,5.0
423,423,"In a group of 6 boys and 4 girls, four children are to be selected. In how many different ways can they be selected such that at least one boy should be there?",159,194,205,209,None of these,Answer: Option D,0,1,reasoning,3.0
424,424,"How many 3-digit numbers can be formed from the digits 2, 3, 5, 6, 7 and 9, which are divisible by 5 and none of the digits is repeated?",5,10,15,20,,Answer: Option D,0,1,reasoning,3.0
425,425,"In how many ways a committee, consisting of 5 men and 6 women can be formed from 8 men and 10 women?",266,5040,11760,86400,None of these,Answer: Option C,0,1,reasoning,3.0
426,426,"A box contains 2 white balls, 3 black balls and 4 red balls. In how many ways can 3 balls be drawn from the box, if at least one black ball is to be included in the draw?",32,48,64,96,None of these,Answer: Option C,1,1,reasoning,4.0
427,427,In how many different ways can the letters of the word 'DETAIL' be arranged in such a way that the vowels occupy only the odd positions?,32,48,36,60,120,Answer: Option C,2,1,reasoning,5.0
428,428,In how many ways can a group of 5 men and 2 women be made out of a total of 7 men and 3 women?,63,90,126,45,135,Answer: Option A,2,1,reasoning,5.0
429,429,"How many 4-letter words with or without meaning, can be formed out of the letters of the word, 'LOGARITHMS', if repetition of letters is not allowed?",40,400,5040,2520,,Answer: Option C,1,1,reasoning,4.0
430,430,In how many different ways can the letters of the word 'MATHEMATICS' be arranged so that the vowels always come together?,10080,4989600,120960,None of these,,Answer: Option C,0,1,reasoning,3.0
431,431,In how many different ways can the letters of the word 'OPTICAL' be arranged so that the vowels always come together?,120,720,4320,2160,None of these,Answer: Option B,1,2,aptitude,7.0
432,432,"Three pipes A, B and C can fill a tank from empty to full in 30 minutes, 20 minutes, and 10 minutes respectively. When the tank is empty, all the three pipes are opened. A, B and C discharge chemical solutions P,Q and R respectively. What is the proportion of the solution R in the liquid in the tank after 3 minutes?","5
11","6
11","7
11","8
11",,Answer: Option B,0,2,aptitude,6.0
433,433,"Pipes A and B can fill a tank in 5 and 6 hours respectively. Pipe C can empty it in 12 hours. If all the three pipes are opened together, then the tank will be filled in:","1 13 hours
17","2 8 hours
11","3 9 hours
17","4 1 hours
2",,Answer: Option C,2,2,aptitude,8.0
434,434,"A pump can fill a tank with water in 2 hours. Because of a leak, it took 2 hours to fill the tank. The leak can drain all the water of the tank in:","4 1 hours
3",7 hours,8 hours,14 hours,,Answer: Option D,1,2,aptitude,7.0
435,435,"Two pipes A and B can fill a cistern in 37 minutes and 45 minutes respectively. Both pipes are opened. The cistern will be filled in just half an hour, if the B is turned off after:",5 min.,9 min.,10 min.,15 min.,,Answer: Option B,0,2,aptitude,6.0
436,436,A tank is filled by three pipes with uniform flow. The first two pipes operating simultaneously fill the tank in the same time during which the tank is filled by the third pipe alone. The second pipe fills the tank 5 hours faster than the first pipe and 4 hours slower than the third pipe. The time required by the first pipe is:,6 hours,10 hours,15 hours,30 hours,,Answer: Option C,0,2,aptitude,6.0
437,437,Two pipes can fill a tank in 20 and 24 minutes respectively and a waste pipe can empty 3 gallons per minute. All the three pipes working together can fill the tank in 15 minutes. The capacity of the tank is:,60 gallons,100 gallons,120 gallons,180 gallons,,Answer: Option C,0,2,aptitude,6.0
438,438,"A tank is filled in 5 hours by three pipes A, B and C. The pipe C is twice as fast as B and B is twice as fast as A. How much time will pipe A alone take to fill the tank?",20 hours,25 hours,35 hours,Cannot be determined,None of these,Answer: Option C,0,2,aptitude,6.0
439,439,"Two pipes A and B together can fill a cistern in 4 hours. Had they been opened separately, then B would have taken 6 hours more than A to fill the cistern. How much time will be taken by A to fill the cistern separately?",1 hour,2 hours,6 hours,8 hours,,Answer: Option C,1,2,aptitude,7.0
440,440,"Two pipes A and B can fill a tank in 20 and 30 minutes respectively. If both the pipes are used together, then how long will it take to fill the tank?",12 min,15 min,25 min,50 min,,Answer: Option A,2,2,aptitude,8.0
441,441,"Two pipes A and B can fill a tank in 15 minutes and 20 minutes respectively. Both the pipes are opened together but after 4 minutes, pipe A is turned off. What is the total time required to fill the tank?",10 min. 20 sec.,11 min. 45 sec.,12 min. 30 sec.,14 min. 40 sec.,,Answer: Option D,0,2,aptitude,6.0
442,442,"Father is aged three times more than his son Ronit. After 8 years, he would be two and a half times of Ronit's age. After further 8 years, how many times would he be of Ronit's age?",2 times,"2 1 times
2","2 3 times
4",3 times,,Answer: Option A,1,2,aptitude,7.0
443,443,The sum of ages of 5 children born at the intervals of 3 years each is 50 years. What is the age of the youngest child?,4 years,8 years,10 years,None of these,,Answer: Option A,2,2,aptitude,8.0
444,444,"A father said to his son, ""I was as old as you are at the present at the time of your birth"". If the father's age is 38 years now, the son's age five years back was:",14 years,19 years,33 years,38 years,,Answer: Option A,0,2,aptitude,6.0
445,445,"A is two years older than B who is twice as old as C. If the total of the ages of A, B and C be 27, the how old is B?",7,8,9,10,11,Answer: Option D,1,2,aptitude,7.0
446,446,"Present ages of Sameer and Anand are in the ratio of 5 : 4 respectively. Three years hence, the ratio of their ages will become 11 : 9 respectively. What is Anand's present age in years?",24,27,40,Cannot be determined,None of these,Answer: Option A,1,2,aptitude,7.0
447,447,"A man is 24 years older than his son. In two years, his age will be twice the age of his son. The present age of his son is:",14 years,18 years,20 years,22 years,,Answer: Option D,0,2,aptitude,6.0
448,448,"Six years ago, the ratio of the ages of Kunal and Sagar was 6 : 5. Four years hence, the ratio of their ages will be 11 : 10. What is Sagar's age at present?",16 years,18 years,20 years,Cannot be determined,None of these,Answer: Option A,0,2,aptitude,6.0
449,449,"The sum of the present ages of a father and his son is 60 years. Six years ago, father's age was five times the age of the son. After 6 years, son's age will be:",12 years,14 years,18 years,20 years,,Answer: Option D,1,2,aptitude,7.0
450,450,"At present, the ratio between the ages of Arun and Deepak is 4 : 3. After 6 years, Arun's age will be 26 years. What is the age of Deepak at present ?",12 years,15 years,19 and half,21 years,,Answer: Option B,1,2,aptitude,7.0
451,451,"Sachin is younger than Rahul by 7 years. If their ages are in the respective ratio of 7 : 9, how old is Sachin?",16 years,18 years,28 years,24.5 years,None of these,Answer: Option D,2,2,aptitude,8.0
452,452,"The present ages of three persons in proportions 4 : 7 : 9. Eight years ago, the sum of their ages was 56. Find their present ages (in years).","8, 20, 28","16, 28, 36","20, 35, 45",None of these,,Answer: Option B,0,2,aptitude,6.0
453,453,Ayesha's father was 38 years of age when she was born while her mother was 36 years old when her brother four years younger to her was born. What is the difference between the ages of her parents?,2 years,4 years,6 years,8 years,,Answer: Option C,2,2,aptitude,8.0
454,454,"A person's present age is two-fifth of the age of his mother. After 8 years, he will be one-half of the age of his mother. How old is the mother at present?",32 years,36 years,40 years,48 years,,Answer: Option C,0,2,aptitude,6.0
455,455,"Q is as much younger than R as he is older than T. If the sum of the ages of R and T is 50 years, what is definitely the difference between R and Q's age?",1 year,2 years,25 years,Data inadequate,None of these,Answer: Option D,1,2,aptitude,7.0
456,456,"The age of father 10 years ago was thrice the age of his son. Ten years hence, father's age will be twice that of his son. The ratio of their present ages is:",5 : 2,7 : 3,9 : 2,13 : 4,,Answer: Option B,1,2,aptitude,7.0
457,457,Tickets numbered 1 to 20 are mixed up and then a ticket is drawn at random. What is the probability that the ticket drawn has a number which is a multiple of 3 or 5?,"1
2","2
5","8
15","9
20",,Answer: Option D,0,2,aptitude,6.0
458,458,"A bag contains 2 red, 3 green and 2 blue balls. Two balls are drawn at random. What is the probability that none of the balls drawn is blue?","10
21","11
21","2
7","5
7",,Answer: Option A,0,2,aptitude,6.0
459,459,"In a box, there are 8 red, 7 blue and 6 green balls. One ball is picked up randomly. What is the probability that it is neither red nor green?","1
3","3
4","7
19","8
21","9
21",Answer: Option A,2,2,aptitude,8.0
460,460,What is the probability of getting a sum 9 from two throws of a dice?,"1
6","1
8","1
9","1
12",,Answer: Option C,1,2,aptitude,7.0
461,461,Three unbiased coins are tossed. What is the probability of getting at most two heads?,"3
4","1
4","3
8","7
8",,Answer: Option D,1,2,aptitude,7.0
462,462,Two dice are thrown simultaneously. What is the probability of getting two numbers whose product is even?,"1
2","3
4","3
8","5
16",,Answer: Option B,2,2,aptitude,8.0
463,463,"In a class, there are 15 boys and 10 girls. Three students are selected at random. The probability that 1 girl and 2 boys are selected, is:","21
46","25
117","1
50","3
25",,Answer: Option A,0,2,aptitude,6.0
464,464,"In a lottery, there are 10 prizes and 25 blanks. A lottery is drawn at random. What is the probability of getting a prize?","1
10","2
5","2
7","5
7",,Answer: Option C,0,2,aptitude,6.0
465,465,"From a pack of 52 cards, two cards are drawn together at random. What is the probability of both the cards being kings?","1
15","25
57","35
256","1
221",,Answer: Option D,2,2,aptitude,8.0
466,466,Two dice are tossed. The probability that the total score is a prime number is:,"1
6","5
12","1
2","7
9",,Answer: Option B,0,2,aptitude,6.0
467,467,A card is drawn from a pack of 52 cards. The probability of getting a queen of club or a king of heart is:,"1
13","2
13","1
26","1
52",,Answer: Option C,2,2,aptitude,8.0
468,468,"A bag contains 4 white, 5 red and 6 blue balls. Three balls are drawn at random from the bag. The probability that all of them are red, is:","1
22","3
22","2
91","2
77",,Answer: Option C,0,2,aptitude,6.0
469,469,"Two cards are drawn together from a pack of 52 cards. The probability that one is a spade and one is a heart, is:","3
20","29
34","47
100","13
102",,Answer: Option D,1,2,aptitude,7.0
470,470,"One card is drawn at random from a pack of 52 cards. What is the probability that the card drawn is a face card (Jack, Queen and King only)?","1
13","3
13","1
4","9
52",,Answer: Option B,2,2,aptitude,8.0
471,471,A bag contains 6 black and 8 white balls. One ball is drawn at random. What is the probability that the ball drawn is white?,"3
4","4
7","1
8","3
7",,Answer: Option B,2,2,aptitude,8.0
472,472,"Alfred buys an old scooter for Rs. 4700 and spends Rs. 800 on its repairs. If he sells the scooter for Rs. 5800, his gain percent is:","4 4 %
7","5 5 %
11",10%,12%,,Answer: Option B,0,2,aptitude,6.0
473,473,"The cost price of 20 articles is the same as the selling price of x articles. If the profit is 25%, then the value of x is:",15,16,18,25,,Answer: Option B,2,2,aptitude,8.0
474,474,"If selling price is doubled, the profit triples. Find the profit percent.","66 2
3",100,"105 1
3",120,,Answer: Option B,0,2,aptitude,6.0
475,475,"In a certain store, the profit is 320% of the cost. If the cost increases by 25% but the selling price remains constant, approximately what percentage of the selling price is the profit?",30%,70%,100%,250%,,Answer: Option B,1,2,aptitude,7.0
476,476,A vendor bought toffees at 6 for a rupee. How many for a rupee must he sell to gain 20%?,3,4,5,6,,Answer: Option C,2,2,aptitude,8.0
477,477,The percentage profit earned by selling an article for Rs. 1920 is equal to the percentage loss incurred by selling the same article for Rs. 1280. At what price should the article be sold to make 25% profit?,Rs. 2000,Rs. 2200,Rs. 2400,Data inadequate,,Answer: Option A,0,2,aptitude,6.0
478,478,"A shopkeeper expects a gain of 22.5% on his cost price. If in a week, his sale was of Rs. 392, what was his profit?",Rs. 18.20,Rs. 70,Rs. 72,Rs. 88.25,,Answer: Option C,1,2,aptitude,7.0
479,479,A man buys a cycle for Rs. 1400 and sells it at a loss of 15%. What is the selling price of the cycle?,Rs. 1090,Rs. 1160,Rs. 1190,Rs. 1202,,Answer: Option C,1,2,aptitude,7.0
480,480,Sam purchased 20 dozens of toys at the rate of Rs. 375 per dozen. He sold each one of them at the rate of Rs. 33. What was his percentage profit?,3.5,4.5,5.6,6.5,,Answer: Option C,2,2,aptitude,8.0
481,481,Some articles were bought at 6 articles for Rs. 5 and sold at 5 articles for Rs. 6. Gain percent is:,30%,"33 1 %
3",35%,44%,,Answer: Option D,2,2,aptitude,8.0
482,482,"On selling 17 balls at Rs. 720, there is a loss equal to the cost price of 5 balls. The cost price of a ball is:",Rs. 45,Rs. 50,Rs. 55,Rs. 60,,Answer: Option D,1,2,aptitude,7.0
483,483,"When a plot is sold for Rs. 18,700, the owner loses 15%. At what price must that plot be sold in order to gain 15%?","Rs. 21,000","Rs. 22,500","Rs. 25,300","Rs. 25,800",,Answer: Option C,1,2,aptitude,7.0
484,484,100 oranges are bought at the rate of Rs. 350 and sold at the rate of Rs. 48 per dozen. The percentage of profit or loss is:,"14 2 % gain
7",15% gain,"14 2 % loss
7",15 % loss,,Answer: Option A,2,2,aptitude,8.0
485,485,A shopkeeper sells one transistor for Rs. 840 at a gain of 20% and another for Rs. 960 at a loss of 4%. His total gain or loss percent is:,"5 15 % loss
17","5 15 % gain
17","6 2 % gain
3",None of these,,Answer: Option B,2,2,aptitude,8.0
486,486,A trader mixes 26 kg of rice at Rs. 20 per kg with 30 kg of rice of other variety at Rs. 36 per kg and sells the mixture at Rs. 30 per kg. His profit percent is:,"No profit, no loss",5%,8%,10%,None of these,Answer: Option B,0,2,aptitude,6.0
487,487,"In a 100 m race, A can give B 10 m and C 28 m. In the same race B can give C:",18 m,20 m,27 m,9 m,,Answer: Option B,0,2,aptitude,6.0
488,488,A and B take part in 100 m race. A runs at 5 kmph. A gives B a start of 8 m and still beats him by 8 seconds. The speed of B is:,5.15 kmph,4.14 kmph,4.25 kmph,4.4 kmph,,Answer: Option B,2,2,aptitude,8.0
489,489,"In a 500 m race, the ratio of the speeds of two contestants A and B is 3 : 4. A has a start of 140 m. Then, A wins by:",60 m,40 m,20 m,10 m,,Answer: Option C,2,2,aptitude,8.0
490,490,"In a 100 m race, A beats B by 10 m and C by 13 m. In a race of 180 m, B will beat C by:",5.4 m,4.5 m,5 m,6 m,,Answer: Option D,0,2,aptitude,6.0
491,491,"At a game of billiards, A can give B 15 points in 60 and A can give C to 20 points in 60. How many points can B give C in a game of 90?",30 points,20 points,10 points,12 points,,Answer: Option C,2,2,aptitude,8.0
492,492,"In a race of 200 m, A can beat B by 31 m and C by 18 m. In a race of 350 m, C will beat B by:",22.75 m,25 m,19.5 m,"7 4 m
7",,Answer: Option B,1,2,aptitude,7.0
493,493,"In 100 m race, A covers the distance in 36 seconds and B in 45 seconds. In this race A beats B by:",20 m,25 m,22.5 m,9 m,,Answer: Option A,1,2,aptitude,7.0
494,494,"In a game of 100 points, A can give B 20 points and C 28 points. Then, B can give C:",8 points,10 points,14 points,40 points,,Answer: Option B,2,2,aptitude,8.0
495,495,In a 200 metres race A beats B by 35 m or 7 seconds. A's time over the course is:,40 sec,47 sec,33 sec,None of these,,Answer: Option C,0,2,aptitude,6.0
