,cid,qno,type,qid,diff_level,res_time,correctness,next_diff
4309,143,9,1,309,easy,57,1,easy
4310,143,0,2,590,medium,19,1,hard
4311,143,1,2,567,hard,21,1,hard
4312,143,2,2,570,hard,15,0,medium
4313,143,3,2,520,medium,5,0,medium
4314,143,4,2,636,medium,13,0,medium
4315,143,5,2,531,medium,37,1,medium
4316,143,6,2,533,medium,33,0,easy
4317,143,7,2,447,easy,27,0,easy
4318,143,8,2,454,easy,31,1,easy
4319,143,9,2,598,easy,27,0,easy
4320,144,0,0,53,medium,15,0,medium
4321,144,1,0,85,medium,40,0,easy
4322,144,2,0,206,easy,40,1,easy
4323,144,3,0,77,easy,59,1,easy
4324,144,4,0,58,easy,51,1,easy
4325,144,5,0,213,easy,16,1,medium
4326,144,6,0,202,medium,36,1,medium
4327,144,7,0,33,medium,51,0,easy
4328,144,8,0,97,easy,22,0,easy
4329,144,9,0,128,easy,22,0,easy
4330,144,0,1,415,medium,55,1,medium
4331,144,1,1,327,medium,19,0,medium
4332,144,2,1,381,medium,53,1,medium
4333,144,3,1,234,medium,46,0,easy
4334,144,4,1,318,easy,19,0,easy
4335,144,5,1,346,easy,7,1,medium
4336,144,6,1,368,medium,46,0,easy
4337,144,7,1,375,easy,36,0,easy
4338,144,8,1,423,easy,35,1,easy
4339,144,9,1,352,easy,25,0,easy
4340,144,0,2,492,medium,57,0,easy
4341,144,1,2,527,easy,34,1,easy
4342,144,2,2,487,easy,21,1,easy
4343,144,3,2,598,easy,18,1,medium
4344,144,4,2,461,medium,25,1,medium
4345,144,5,2,455,medium,22,0,easy
4346,144,6,2,495,easy,48,0,easy
4347,144,7,2,510,easy,50,1,easy
4348,144,8,2,498,easy,60,0,easy
4349,144,9,2,586,easy,20,0,easy
4350,145,0,0,110,medium,24,0,easy
4351,145,1,0,185,easy,53,0,easy
4352,145,2,0,116,easy,47,1,easy
4353,145,3,0,59,easy,31,0,easy
4354,145,4,0,9,easy,25,1,easy
4355,145,5,0,192,easy,5,1,medium
4356,145,6,0,165,medium,34,0,easy
4357,145,7,0,95,easy,25,1,easy
4358,145,8,0,2,easy,26,1,easy
4359,145,9,0,7,easy,28,1,easy
4360,145,0,1,382,medium,42,0,easy
4361,145,1,1,417,easy,8,1,medium
4362,145,2,1,401,medium,58,0,easy
4363,145,3,1,304,easy,7,1,medium
4364,145,4,1,256,medium,23,1,medium
4365,145,5,1,234,medium,46,1,medium
4366,145,6,1,301,medium,49,0,easy
4367,145,7,1,393,easy,27,0,easy
4368,145,8,1,405,easy,43,0,easy
4369,145,9,1,323,easy,5,1,medium
4370,145,0,2,578,medium,41,1,medium
4371,145,1,2,497,medium,43,0,easy
4372,145,2,2,522,easy,6,0,easy
4373,145,3,2,535,easy,23,0,easy
4374,145,4,2,565,easy,34,1,easy
4375,145,5,2,457,easy,35,0,easy
4376,145,6,2,556,easy,17,0,easy
4377,145,7,2,633,easy,30,0,easy
4378,145,8,2,513,easy,5,1,medium
4379,145,9,2,461,medium,58,0,easy
4380,146,0,0,79,medium,36,0,easy
4381,146,1,0,67,easy,59,0,easy
4382,146,2,0,80,easy,19,1,medium
4383,146,3,0,145,medium,42,1,medium
4384,146,4,0,134,medium,15,1,hard
4385,146,5,0,135,hard,57,0,medium
4386,146,6,0,114,medium,30,1,medium
4387,146,7,0,210,medium,31,0,easy
4388,146,8,0,128,easy,21,1,easy
4389,146,9,0,159,easy,30,1,easy
4390,146,0,1,330,medium,30,1,medium
4391,146,1,1,364,medium,52,0,easy
4392,146,2,1,425,easy,16,1,medium
4393,146,3,1,272,medium,19,0,medium
4394,146,4,1,234,medium,11,1,hard
4395,146,5,1,308,hard,40,1,hard
4396,146,6,1,419,hard,57,1,hard
4397,146,7,1,223,hard,50,0,medium
4398,146,8,1,287,medium,58,0,easy
4399,146,9,1,352,easy,53,1,easy
4400,146,0,2,501,medium,16,1,hard
4401,146,1,2,509,hard,9,0,medium
4402,146,2,2,539,medium,17,0,medium
4403,146,3,2,588,medium,47,1,medium
4404,146,4,2,637,medium,15,0,medium
4405,146,5,2,442,medium,57,1,medium
4406,146,6,2,475,medium,58,0,easy
4407,146,7,2,640,easy,41,0,easy
4408,146,8,2,556,easy,41,1,easy
4409,146,9,2,498,easy,30,1,easy
4410,147,0,0,149,medium,59,1,medium
4411,147,1,0,33,medium,24,0,easy
4412,147,2,0,201,easy,59,1,easy
4413,147,3,0,29,easy,52,1,easy
4414,147,4,0,130,easy,26,0,easy
4415,147,5,0,153,easy,26,1,easy
4416,147,6,0,116,easy,8,1,medium
4417,147,7,0,25,medium,27,1,medium
4418,147,8,0,92,medium,27,1,medium
4419,147,9,0,121,medium,12,0,medium
4420,147,0,1,250,medium,42,1,medium
4421,147,1,1,234,medium,41,0,easy
4422,147,2,1,346,easy,27,0,easy
4423,147,3,1,430,easy,49,1,easy
4424,147,4,1,414,easy,31,0,easy
4425,147,5,1,399,easy,45,1,easy
4426,147,6,1,396,easy,14,0,easy
4427,147,7,1,219,easy,25,1,easy
4428,147,8,1,227,easy,60,1,easy
4429,147,9,1,254,easy,41,0,easy
4430,147,0,2,599,medium,35,0,easy
4431,147,1,2,640,easy,16,0,easy
4432,147,2,2,535,easy,34,1,easy
4433,147,3,2,506,easy,13,1,medium
4434,147,4,2,528,medium,19,1,hard
4435,147,5,2,453,hard,33,1,hard
4436,147,6,2,530,hard,47,0,medium
4437,147,7,2,505,medium,31,1,medium
4438,147,8,2,482,medium,25,1,medium
4439,147,9,2,618,medium,50,0,easy
4440,148,0,0,141,medium,18,0,medium
4441,148,1,0,165,medium,25,0,easy
4442,148,2,0,4,easy,9,1,medium
4443,148,3,0,107,medium,49,1,medium
4444,148,4,0,106,medium,47,1,medium
4445,148,5,0,186,medium,14,1,hard
4446,148,6,0,139,hard,56,0,medium
4447,148,7,0,81,medium,10,0,medium
4448,148,8,0,43,medium,10,1,hard
4449,148,9,0,135,hard,43,0,medium
4450,148,0,1,285,medium,49,0,easy
4451,148,1,1,393,easy,16,0,easy
4452,148,2,1,366,easy,29,1,easy
4453,148,3,1,423,easy,8,0,easy
4454,148,4,1,346,easy,34,0,easy
4455,148,5,1,345,easy,15,0,easy
4456,148,6,1,289,easy,12,0,easy
4457,148,7,1,241,easy,31,0,easy
4458,148,8,1,304,easy,18,0,easy
4459,148,9,1,283,easy,54,0,easy
4460,148,0,2,566,medium,18,0,medium
4461,148,1,2,599,medium,49,0,easy
4462,148,2,2,602,easy,47,0,easy
4463,148,3,2,506,easy,51,0,easy
4464,148,4,2,514,easy,46,0,easy
4465,148,5,2,487,easy,33,1,easy
4466,148,6,2,616,easy,55,0,easy
4467,148,7,2,583,easy,54,1,easy
4468,148,8,2,486,easy,41,0,easy
4469,148,9,2,605,easy,18,1,medium
4470,149,0,0,146,medium,16,0,medium
4471,149,1,0,79,medium,17,1,hard
4472,149,2,0,86,hard,28,1,hard
4473,149,3,0,143,hard,26,1,hard
4474,149,4,0,26,hard,53,0,medium
4475,149,5,0,180,medium,13,0,medium
4476,149,6,0,43,medium,20,0,medium
4477,149,7,0,61,medium,30,1,medium
4478,149,8,0,158,medium,59,0,easy
4479,149,9,0,11,easy,12,1,medium
4480,149,0,1,376,medium,20,1,hard
4481,149,1,1,291,hard,58,1,hard
4482,149,2,1,303,hard,58,1,hard
4483,149,3,1,310,hard,49,1,hard
4484,149,4,1,354,hard,54,0,medium
4485,149,5,1,314,medium,32,0,easy
4486,149,6,1,370,easy,32,1,easy
4487,149,7,1,407,easy,46,1,easy
4488,149,8,1,362,easy,15,1,medium
4489,149,9,1,299,medium,34,1,medium
4490,149,0,2,553,medium,25,1,medium
4491,149,1,2,581,medium,23,0,easy
4492,149,2,2,464,easy,40,0,easy
4493,149,3,2,630,easy,39,1,easy
4494,149,4,2,454,easy,10,0,easy
4495,149,5,2,556,easy,40,1,easy
4496,149,6,2,447,easy,17,1,medium
4497,149,7,2,445,medium,51,0,easy
4498,149,8,2,435,easy,37,1,easy
4499,149,9,2,625,easy,40,1,easy
4500,150,0,0,145,medium,27,1,medium
4501,150,1,0,171,medium,27,1,medium
4502,150,2,0,90,medium,20,0,medium
4503,150,3,0,65,medium,23,0,easy
4504,150,4,0,169,easy,32,0,easy
4505,150,5,0,29,easy,30,0,easy
4506,150,6,0,67,easy,24,1,easy
4507,150,7,0,193,easy,42,1,easy
4508,150,8,0,77,easy,37,0,easy
4509,150,9,0,168,easy,13,1,medium
4510,150,0,1,251,medium,24,1,medium
4511,150,1,1,256,medium,6,0,medium
4512,150,2,1,274,medium,52,1,medium
4513,150,3,1,288,medium,23,1,medium
4514,150,4,1,402,medium,60,0,easy
4515,150,5,1,374,easy,11,0,easy
4516,150,6,1,218,easy,18,0,easy
4517,150,7,1,295,easy,41,0,easy
4518,150,8,1,338,easy,18,0,easy
4519,150,9,1,390,easy,31,1,easy
4520,150,0,2,569,medium,9,1,hard
4521,150,1,2,596,hard,18,0,medium
4522,150,2,2,645,medium,5,1,hard
4523,150,3,2,638,hard,7,0,medium
4524,150,4,2,549,medium,45,0,easy
4525,150,5,2,510,easy,11,0,easy
4526,150,6,2,463,easy,56,1,easy
4527,150,7,2,605,easy,23,1,easy
4528,150,8,2,602,easy,43,0,easy
4529,150,9,2,603,easy,12,1,medium
4530,151,0,0,119,medium,28,1,medium
4531,151,1,0,79,medium,52,0,easy
4532,151,2,0,88,easy,15,1,medium
4533,151,3,0,180,medium,17,1,hard
4534,151,4,0,96,hard,48,0,medium
4535,151,5,0,76,medium,11,0,medium
4536,151,6,0,90,medium,44,1,medium
4537,151,7,0,18,medium,60,1,medium
4538,151,8,0,146,medium,54,1,medium
4539,151,9,0,34,medium,21,0,easy
4540,151,0,1,225,medium,26,0,easy
4541,151,1,1,295,easy,54,0,easy
4542,151,2,1,218,easy,22,1,easy
4543,151,3,1,352,easy,22,1,easy
4544,151,4,1,254,easy,43,0,easy
4545,151,5,1,318,easy,36,1,easy
4546,151,6,1,350,easy,59,0,easy
4547,151,7,1,390,easy,49,1,easy
4548,151,8,1,216,easy,60,1,easy
4549,151,9,1,304,easy,27,0,easy
4550,151,0,2,532,medium,42,0,easy
4551,151,1,2,577,easy,17,1,medium
4552,151,2,2,512,medium,27,1,medium
4553,151,3,2,501,medium,25,0,easy
4554,151,4,2,448,easy,28,0,easy
4555,151,5,2,464,easy,40,0,easy
4556,151,6,2,583,easy,47,1,easy
4557,151,7,2,436,easy,22,0,easy
4558,151,8,2,452,easy,38,0,easy
4559,151,9,2,437,easy,11,0,easy
4560,152,0,0,158,medium,28,0,easy
4561,152,1,0,184,easy,40,0,easy
4562,152,2,0,130,easy,25,0,easy
4563,152,3,0,183,easy,5,1,medium
4564,152,4,0,18,medium,11,0,medium
4565,152,5,0,146,medium,27,1,medium
4566,152,6,0,52,medium,44,1,medium
4567,152,7,0,137,medium,52,1,medium
4568,152,8,0,179,medium,17,1,hard
4569,152,9,0,35,hard,20,0,medium
4570,152,0,1,288,medium,20,0,medium
4571,152,1,1,316,medium,10,1,hard
4572,152,2,1,305,hard,54,1,hard
4573,152,3,1,334,hard,60,1,hard
4574,152,4,1,331,hard,52,0,medium
4575,152,5,1,220,medium,35,0,easy
4576,152,6,1,362,easy,30,0,easy
4577,152,7,1,374,easy,38,0,easy
4578,152,8,1,218,easy,47,0,easy
4579,152,9,1,289,easy,52,1,easy
4580,152,0,2,646,medium,30,0,easy
4581,152,1,2,583,easy,15,1,medium
4582,152,2,2,501,medium,36,0,easy
4583,152,3,2,544,easy,9,1,medium
4584,152,4,2,439,medium,16,0,medium
4585,152,5,2,553,medium,34,1,medium
4586,152,6,2,445,medium,15,1,hard
4587,152,7,2,613,hard,57,1,hard
4588,152,8,2,563,hard,13,1,hard
4589,152,9,2,467,hard,40,0,medium
4590,153,0,0,53,medium,36,0,easy
4591,153,1,0,111,easy,20,0,easy
4592,153,2,0,42,easy,49,0,easy
4593,153,3,0,201,easy,44,1,easy
4594,153,4,0,15,easy,49,0,easy
4595,153,5,0,184,easy,7,1,medium
4596,153,6,0,92,medium,60,0,easy
4597,153,7,0,73,easy,11,0,easy
4598,153,8,0,206,easy,60,0,easy
4599,153,9,0,7,easy,40,0,easy
4600,153,0,1,330,medium,5,0,medium
4601,153,1,1,413,medium,17,1,hard
4602,153,2,1,377,hard,56,0,medium
4603,153,3,1,220,medium,7,1,hard
4604,153,4,1,246,hard,49,0,medium
4605,153,5,1,416,medium,19,0,medium
4606,153,6,1,316,medium,46,1,medium
4607,153,7,1,278,medium,36,0,easy
4608,153,8,1,392,easy,7,0,easy
4609,153,9,1,396,easy,34,0,easy
4610,153,0,2,647,medium,52,0,easy
4611,153,1,2,474,easy,11,0,easy
4612,153,2,2,551,easy,58,1,easy
4613,153,3,2,615,easy,33,0,easy
4614,153,4,2,437,easy,43,1,easy
4615,153,5,2,554,easy,23,1,easy
4616,153,6,2,466,easy,25,1,easy
4617,153,7,2,521,easy,57,1,easy
4618,153,8,2,495,easy,56,1,easy
4619,153,9,2,603,easy,42,0,easy
4620,154,0,0,186,medium,12,1,hard
4621,154,1,0,167,hard,58,0,medium
4622,154,2,0,120,medium,13,1,hard
4623,154,3,0,143,hard,47,0,medium
4624,154,4,0,145,medium,35,1,medium
4625,154,5,0,158,medium,38,0,easy
4626,154,6,0,116,easy,51,1,easy
4627,154,7,0,22,easy,50,0,easy
4628,154,8,0,166,easy,15,1,medium
4629,154,9,0,49,medium,18,1,hard
4630,154,0,1,326,medium,56,1,medium
4631,154,1,1,234,medium,25,1,medium
4632,154,2,1,278,medium,57,1,medium
4633,154,3,1,401,medium,55,1,medium
4634,154,4,1,376,medium,16,0,medium
4635,154,5,1,415,medium,31,0,easy
4636,154,6,1,370,easy,19,0,easy
4637,154,7,1,366,easy,29,0,easy
4638,154,8,1,229,easy,49,1,easy
4639,154,9,1,348,easy,57,0,easy
4640,154,0,2,604,medium,51,1,medium
4641,154,1,2,499,medium,22,0,easy
4642,154,2,2,447,easy,18,1,medium
4643,154,3,2,619,medium,28,1,medium
4644,154,4,2,531,medium,20,1,hard
4645,154,5,2,545,hard,23,1,hard
4646,154,6,2,592,hard,48,1,hard
4647,154,7,2,507,hard,6,1,hard
4648,154,8,2,587,hard,46,1,hard
4649,154,9,2,595,hard,8,1,hard
4650,155,0,0,179,medium,34,0,easy
4651,155,1,0,178,easy,14,1,medium
4652,155,2,0,118,medium,22,1,medium
4653,155,3,0,104,medium,16,0,medium
4654,155,4,0,47,medium,47,0,easy
4655,155,5,0,117,easy,15,1,medium
4656,155,6,0,51,medium,30,0,easy
4657,155,7,0,44,easy,19,0,easy
4658,155,8,0,77,easy,16,1,medium
4659,155,9,0,146,medium,44,1,medium
4660,155,0,1,403,medium,38,0,easy
4661,155,1,1,217,easy,29,0,easy
4662,155,2,1,385,easy,42,0,easy
4663,155,3,1,394,easy,29,1,easy
4664,155,4,1,360,easy,41,1,easy
4665,155,5,1,289,easy,29,0,easy
4666,155,6,1,366,easy,33,0,easy
4667,155,7,1,370,easy,14,0,easy
4668,155,8,1,390,easy,12,1,medium
4669,155,9,1,263,medium,22,1,medium
4670,155,0,2,604,medium,42,1,medium
4671,155,1,2,619,medium,30,1,medium
4672,155,2,2,505,medium,18,0,medium
4673,155,3,2,502,medium,55,0,easy
4674,155,4,2,593,easy,60,1,easy
4675,155,5,2,447,easy,25,1,easy
4676,155,6,2,503,easy,10,1,medium
4677,155,7,2,499,medium,7,1,hard
4678,155,8,2,643,hard,20,1,hard
4679,155,9,2,496,hard,29,1,hard
4680,156,0,0,47,medium,57,0,easy
4681,156,1,0,6,easy,33,1,easy
4682,156,2,0,68,easy,18,1,medium
4683,156,3,0,63,medium,31,0,easy
4684,156,4,0,212,easy,38,0,easy
4685,156,5,0,183,easy,18,0,easy
4686,156,6,0,117,easy,9,0,easy
4687,156,7,0,159,easy,18,0,easy
4688,156,8,0,109,easy,16,1,medium
4689,156,9,0,119,medium,50,0,easy
4690,156,0,1,353,medium,60,1,medium
4691,156,1,1,329,medium,25,0,easy
4692,156,2,1,328,easy,13,0,easy
4693,156,3,1,309,easy,35,0,easy
4694,156,4,1,257,easy,28,0,easy
4695,156,5,1,374,easy,59,0,easy
4696,156,6,1,218,easy,8,1,medium
4697,156,7,1,268,medium,53,0,easy
4698,156,8,1,370,easy,5,0,easy
4699,156,9,1,379,easy,11,1,medium
4700,156,0,2,590,medium,59,1,medium
4701,156,1,2,599,medium,25,1,medium
4702,156,2,2,646,medium,39,0,easy
4703,156,3,2,487,easy,29,1,easy
4704,156,4,2,490,easy,48,0,easy
4705,156,5,2,474,easy,58,0,easy
4706,156,6,2,605,easy,22,1,easy
4707,156,7,2,477,easy,7,1,medium
4708,156,8,2,483,medium,54,0,easy
4709,156,9,2,610,easy,48,1,easy
4710,157,0,0,114,medium,59,0,easy
4711,157,1,0,109,easy,49,0,easy
4712,157,2,0,166,easy,6,0,easy
4713,157,3,0,95,easy,7,1,medium
4714,157,4,0,146,medium,19,0,medium
4715,157,5,0,121,medium,8,1,hard
4716,157,6,0,64,hard,15,0,medium
4717,157,7,0,85,medium,54,0,easy
4718,157,8,0,116,easy,60,0,easy
4719,157,9,0,58,easy,48,1,easy
4720,157,0,1,314,medium,42,0,easy
4721,157,1,1,383,easy,8,0,easy
4722,157,2,1,219,easy,23,0,easy
4723,157,3,1,425,easy,30,1,easy
4724,157,4,1,388,easy,51,0,easy
4725,157,5,1,417,easy,42,0,easy
4726,157,6,1,346,easy,23,1,easy
4727,157,7,1,423,easy,29,1,easy
4728,157,8,1,229,easy,24,0,easy
4729,157,9,1,300,easy,14,1,medium
4730,157,0,2,499,medium,59,1,medium
4731,157,1,2,483,medium,26,1,medium
4732,157,2,2,492,medium,50,0,easy
4733,157,3,2,635,easy,11,0,easy
4734,157,4,2,543,easy,55,1,easy
4735,157,5,2,514,easy,9,1,medium
4736,157,6,2,612,medium,51,0,easy
4737,157,7,2,573,easy,57,0,easy
4738,157,8,2,605,easy,28,0,easy
4739,157,9,2,544,easy,20,0,easy
4740,158,0,0,43,medium,35,0,easy
4741,158,1,0,95,easy,18,1,medium
4742,158,2,0,37,medium,20,0,medium
4743,158,3,0,28,medium,8,0,medium
4744,158,4,0,149,medium,45,0,easy
4745,158,5,0,7,easy,21,1,easy
4746,158,6,0,11,easy,51,1,easy
4747,158,7,0,112,easy,23,0,easy
4748,158,8,0,189,easy,37,1,easy
4749,158,9,0,151,easy,46,0,easy
4750,158,0,1,351,medium,21,1,medium
4751,158,1,1,401,medium,44,1,medium
4752,158,2,1,327,medium,15,0,medium
4753,158,3,1,415,medium,9,1,hard
4754,158,4,1,293,hard,40,1,hard
4755,158,5,1,341,hard,51,0,medium
4756,158,6,1,326,medium,31,0,easy
4757,158,7,1,321,easy,35,1,easy
4758,158,8,1,227,easy,13,1,medium
4759,158,9,1,277,medium,6,1,hard
4760,158,0,2,639,medium,14,1,hard
4761,158,1,2,643,hard,5,0,medium
4762,158,2,2,637,medium,47,1,medium
4763,158,3,2,648,medium,30,0,easy
4764,158,4,2,513,easy,58,1,easy
4765,158,5,2,457,easy,47,0,easy
4766,158,6,2,458,easy,49,1,easy
4767,158,7,2,547,easy,7,0,easy
4768,158,8,2,573,easy,38,0,easy
4769,158,9,2,463,easy,47,1,easy
4770,159,0,0,207,medium,46,0,easy
4771,159,1,0,130,easy,52,1,easy
4772,159,2,0,97,easy,57,1,easy
4773,159,3,0,80,easy,46,1,easy
4774,159,4,0,142,easy,17,0,easy
4775,159,5,0,213,easy,43,0,easy
4776,159,6,0,59,easy,11,1,medium
4777,159,7,0,18,medium,58,1,medium
4778,159,8,0,41,medium,42,1,medium
4779,159,9,0,187,medium,13,1,hard
4780,159,0,1,421,medium,30,1,medium
4781,159,1,1,250,medium,57,0,easy
4782,159,2,1,307,easy,39,1,easy
4783,159,3,1,282,easy,60,1,easy
4784,159,4,1,245,easy,16,0,easy
4785,159,5,1,393,easy,40,0,easy
4786,159,6,1,396,easy,9,0,easy
4787,159,7,1,423,easy,32,0,easy
4788,159,8,1,309,easy,48,1,easy
4789,159,9,1,286,easy,56,0,easy
4790,159,0,2,532,medium,28,1,medium
4791,159,1,2,542,medium,14,1,hard
4792,159,2,2,491,hard,28,0,medium
4793,159,3,2,442,medium,25,0,easy
4794,159,4,2,454,easy,43,1,easy
4795,159,5,2,522,easy,13,1,medium
4796,159,6,2,648,medium,29,1,medium
4797,159,7,2,493,medium,46,1,medium
4798,159,8,2,619,medium,21,1,medium
4799,159,9,2,642,medium,57,0,easy
4800,160,0,0,92,medium,35,1,medium
4801,160,1,0,188,medium,32,0,easy
4802,160,2,0,88,easy,47,1,easy
4803,160,3,0,147,easy,48,1,easy
4804,160,4,0,153,easy,41,0,easy
4805,160,5,0,128,easy,32,1,easy
4806,160,6,0,59,easy,39,0,easy
4807,160,7,0,11,easy,59,0,easy
4808,160,8,0,97,easy,33,1,easy
4809,160,9,0,116,easy,30,0,easy
4810,160,0,1,274,medium,51,1,medium
4811,160,1,1,326,medium,52,1,medium
4812,160,2,1,403,medium,44,0,easy
4813,160,3,1,430,easy,9,0,easy
4814,160,4,1,321,easy,16,1,medium
4815,160,5,1,351,medium,56,0,easy
4816,160,6,1,379,easy,28,1,easy
4817,160,7,1,218,easy,46,0,easy
4818,160,8,1,370,easy,27,0,easy
4819,160,9,1,365,easy,7,0,easy
4820,160,0,2,619,medium,14,1,hard
4821,160,1,2,643,hard,52,1,hard
4822,160,2,2,507,hard,26,1,hard
4823,160,3,2,511,hard,49,1,hard
4824,160,4,2,552,hard,34,1,hard
4825,160,5,2,579,hard,7,0,medium
4826,160,6,2,566,medium,41,1,medium
4827,160,7,2,460,medium,54,1,medium
4828,160,8,2,645,medium,11,0,medium
4829,160,9,2,582,medium,48,0,easy
4830,161,0,0,34,medium,38,0,easy
4831,161,1,0,2,easy,5,1,medium
4832,161,2,0,113,medium,53,0,easy
4833,161,3,0,42,easy,41,0,easy
4834,161,4,0,68,easy,48,0,easy
4835,161,5,0,109,easy,35,1,easy
4836,161,6,0,7,easy,10,1,medium
4837,161,7,0,180,medium,57,1,medium
4838,161,8,0,171,medium,57,0,easy
4839,161,9,0,59,easy,19,0,easy
4840,161,0,1,314,medium,28,1,medium
4841,161,1,1,278,medium,57,1,medium
4842,161,2,1,256,medium,49,1,medium
4843,161,3,1,297,medium,11,1,hard
4844,161,4,1,332,hard,23,1,hard
4845,161,5,1,249,hard,55,1,hard
4846,161,6,1,271,hard,57,0,medium
4847,161,7,1,238,medium,10,1,hard
4848,161,8,1,391,hard,21,1,hard
4849,161,9,1,339,hard,36,0,medium
4850,161,0,2,455,medium,60,0,easy
4851,161,1,2,437,easy,29,0,easy
4852,161,2,2,503,easy,37,1,easy
4853,161,3,2,575,easy,46,1,easy
4854,161,4,2,463,easy,36,1,easy
4855,161,5,2,522,easy,48,0,easy
4856,161,6,2,523,easy,58,1,easy
4857,161,7,2,572,easy,7,0,easy
4858,161,8,2,472,easy,42,1,easy
4859,161,9,2,635,easy,60,1,easy
4860,162,0,0,134,medium,60,1,medium
4861,162,1,0,24,medium,58,1,medium
4862,162,2,0,92,medium,6,0,medium
4863,162,3,0,108,medium,14,1,hard
4864,162,4,0,204,hard,7,0,medium
4865,162,5,0,129,medium,38,1,medium
4866,162,6,0,93,medium,18,1,hard
4867,162,7,0,32,hard,44,1,hard
4868,162,8,0,26,hard,39,0,medium
4869,162,9,0,63,medium,5,0,medium
4870,162,0,1,299,medium,6,1,hard
4871,162,1,1,302,hard,9,0,medium
4872,162,2,1,364,medium,25,0,easy
4873,162,3,1,417,easy,56,1,easy
4874,162,4,1,345,easy,29,0,easy
4875,162,5,1,408,easy,7,0,easy
4876,162,6,1,390,easy,9,0,easy
4877,162,7,1,338,easy,56,1,easy
4878,162,8,1,318,easy,34,0,easy
4879,162,9,1,350,easy,42,1,easy
4880,162,0,2,512,medium,40,0,easy
4881,162,1,2,516,easy,33,0,easy
4882,162,2,2,610,easy,19,1,medium
4883,162,3,2,499,medium,13,0,medium
4884,162,4,2,493,medium,24,0,easy
4885,162,5,2,458,easy,33,1,easy
4886,162,6,2,463,easy,26,1,easy
4887,162,7,2,522,easy,37,1,easy
4888,162,8,2,606,easy,25,0,easy
4889,162,9,2,541,easy,47,0,easy
4890,163,0,0,93,medium,46,1,medium
4891,163,1,0,202,medium,47,0,easy
4892,163,2,0,142,easy,7,0,easy
4893,163,3,0,48,easy,37,0,easy
4894,163,4,0,184,easy,13,0,easy
4895,163,5,0,11,easy,28,0,easy
4896,163,6,0,88,easy,20,1,medium
4897,163,7,0,208,medium,55,1,medium
4898,163,8,0,150,medium,56,1,medium
4899,163,9,0,83,medium,51,0,easy
4900,163,0,1,250,medium,22,0,easy
4901,163,1,1,370,easy,42,0,easy
4902,163,2,1,373,easy,32,0,easy
4903,163,3,1,218,easy,31,1,easy
4904,163,4,1,388,easy,12,1,medium
4905,163,5,1,347,medium,56,1,medium
4906,163,6,1,294,medium,54,0,easy
4907,163,7,1,243,easy,35,1,easy
4908,163,8,1,374,easy,18,0,easy
4909,163,9,1,385,easy,50,1,easy
4910,163,0,2,446,medium,53,1,medium
4911,163,1,2,493,medium,39,0,easy
4912,163,2,2,463,easy,6,1,medium
4913,163,3,2,479,medium,36,1,medium
4914,163,4,2,642,medium,50,0,easy
4915,163,5,2,435,easy,16,0,easy
4916,163,6,2,516,easy,58,1,easy
4917,163,7,2,546,easy,54,1,easy
4918,163,8,2,547,easy,52,0,easy
4919,163,9,2,447,easy,24,1,easy
4920,164,0,0,210,medium,31,1,medium
4921,164,1,0,79,medium,12,0,medium
4922,164,2,0,1,medium,24,1,medium
4923,164,3,0,137,medium,5,1,hard
4924,164,4,0,69,hard,55,1,hard
4925,164,5,0,32,hard,25,1,hard
4926,164,6,0,167,hard,16,1,hard
4927,164,7,0,12,hard,39,0,medium
4928,164,8,0,119,medium,24,0,easy
4929,164,9,0,128,easy,10,0,easy
4930,164,0,1,299,medium,17,1,hard
4931,164,1,1,398,hard,13,0,medium
4932,164,2,1,413,medium,20,1,hard
4933,164,3,1,404,hard,23,0,medium
4934,164,4,1,224,medium,34,1,medium
4935,164,5,1,272,medium,57,0,easy
4936,164,6,1,425,easy,7,1,medium
4937,164,7,1,297,medium,11,0,medium
4938,164,8,1,368,medium,24,0,easy
4939,164,9,1,276,easy,60,1,easy
4940,164,0,2,460,medium,13,1,hard
4941,164,1,2,564,hard,46,0,medium
4942,164,2,2,548,medium,26,0,easy
4943,164,3,2,458,easy,23,0,easy
4944,164,4,2,575,easy,49,0,easy
4945,164,5,2,634,easy,60,1,easy
4946,164,6,2,523,easy,35,0,easy
4947,164,7,2,603,easy,51,0,easy
4948,164,8,2,630,easy,9,0,easy
4949,164,9,2,516,easy,42,0,easy
4950,165,0,0,18,medium,10,0,medium
4951,165,1,0,28,medium,31,0,easy
4952,165,2,0,206,easy,12,1,medium
4953,165,3,0,83,medium,57,0,easy
4954,165,4,0,7,easy,5,0,easy
4955,165,5,0,112,easy,46,0,easy
4956,165,6,0,17,easy,15,0,easy
4957,165,7,0,48,easy,27,0,easy
4958,165,8,0,193,easy,11,1,medium
4959,165,9,0,146,medium,9,0,medium
4960,165,0,1,256,medium,44,1,medium
4961,165,1,1,214,medium,5,1,hard
4962,165,2,1,262,hard,42,0,medium
4963,165,3,1,429,medium,41,0,easy
4964,165,4,1,366,easy,59,0,easy
4965,165,5,1,323,easy,45,0,easy
4966,165,6,1,385,easy,29,0,easy
4967,165,7,1,375,easy,54,1,easy
4968,165,8,1,412,easy,49,1,easy
4969,165,9,1,394,easy,17,0,easy
4970,165,0,2,626,medium,20,0,medium
4971,165,1,2,571,medium,32,0,easy
4972,165,2,2,622,easy,17,1,medium
4973,165,3,2,619,medium,13,0,medium
